"time","speed","speed2","gyro.x","gyro.y","gyro.z","accel.x","accel.y","accel.z","rotation.x","rotation.y","vibration","mAvg.speed","mAvg.speed2","mAvg.vibration","mAvg.gyro.x","mAvg.gyro.y","mAvg.gyro.z","mAvg.accel.x","mAvg.accel.y","mAvg.accel.z","mAvg.rotation.x","mAvg.rotation.y"
1528558114891,0,0,-2.83206106870229,0.5801526717557252,-1.1221374045801527,-0.718994140625,0.602783203125,-0.149658203125,-39.37839851522175,49.17878301019522,0,0,0,0,-2,0,-1,0,0,0,-38,49
1528558114991,0,0,-3.0381679389312977,0.6183206106870229,-1.2748091603053435,-0.7353515625,0.624755859375,-0.146728515625,-39.80029445444364,48.88820269795489,0,0,0,0,-2,0,-1,0,0,0,-38,49
1528558115091,0,0,-2.9618320610687023,0.5877862595419847,-1.213740458015267,-0.74462890625,0.603515625,-0.14111328125,-38.530965306404596,50.227618122971045,0,0,0,0,-2,0,-1,0,0,0,-38,49
1528558115191,0,0,-3.2061068702290076,0.5648854961832062,-1.16793893129771,-0.732177734375,0.608642578125,-0.141845703125,-39.21799603896522,49.5174733509391,0,0,0,0,-2,0,-1,0,0,0,-38,49
1528558115291,0,0,-2.8091603053435112,0.6259541984732825,-1.366412213740458,-0.719970703125,0.6240234375,-0.156982421875,-40.25920278304465,48.211585618333466,0,0,0,0,-2,0,-1,0,0,0,-38,49
1528558115392,0,0,-2.5801526717557253,0.37404580152671757,-1.3893129770992367,-0.748291015625,0.59521484375,-0.155517578125,-37.91112943875626,50.57517885109503,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558115492,0,0,-3.0916030534351147,0.5954198473282443,-0.9007633587786259,-0.73974609375,0.603515625,-0.154296875,-38.61273340367792,49.89984504490519,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558115591,0,0,-3.0381679389312977,0.6564885496183206,-0.9770992366412213,-0.733642578125,0.61328125,-0.145751953125,-39.34887200071742,49.33005078000267,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558115692,0,0,-2.885496183206107,0.5877862595419847,-1.183206106870229,-0.740966796875,0.601806640625,-0.144775390625,-38.55898558438851,50.12588287686425,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558115792,0,0,-2.9160305343511452,0.6106870229007634,-1.2442748091603053,-0.734130859375,0.596923828125,-0.138916015625,-38.6222434843888,50.14383527568203,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558115892,0,0,-2.7480916030534353,0.5801526717557252,-1.381679389312977,-0.7421875,0.602294921875,-0.150390625,-38.49695226685264,50.08991781923653,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558115992,0,0,-2.946564885496183,0.5954198473282443,-1.1755725190839694,-0.736083984375,0.60009765625,-0.143310546875,-38.66789671756748,50.030858371537626,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558116093,0,0,-3,0.5648854961832062,-1.16793893129771,-0.7353515625,0.603271484375,-0.1416015625,-38.854408029255175,49.87977699324491,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558116193,0,0,-2.954198473282443,0.6870229007633588,-1.1068702290076335,-0.735595703125,0.619140625,-0.1298828125,-39.654137060925315,49.304244934241886,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558116293,0,0,-2.7251908396946565,0.48091603053435117,-1.3740458015267176,-0.739501953125,0.59521484375,-0.1474609375,-38.28565025101007,50.333829578820676,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558116393,0,0,-3.0076335877862594,0.5267175572519084,-1.2366412213740459,-0.737060546875,0.6044921875,-0.154541015625,-38.75348698761723,49.75152770281607,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558116492,0,0,-2.7557251908396947,0.5419847328244275,-1.2061068702290076,-0.734130859375,0.60498046875,-0.14892578125,-38.92527502187896,49.679446705948536,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558116593,0,0,-2.8702290076335877,0.48091603053435117,-1.3206106870229009,-0.7451171875,0.59765625,-0.14990234375,-38.17945448109927,50.41123109344124,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558116693,0,0,-2.900763358778626,0.3816793893129771,-1.4427480916030535,-0.720458984375,0.602783203125,-0.14599609375,-39.351704786115576,49.276279426769435,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558116793,0,0,-3.0076335877862594,0.6030534351145038,-1.251908396946565,-0.735595703125,0.603759765625,-0.1474609375,-38.82591881536004,49.80544693635245,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558116893,0,0,-2.763358778625954,0.549618320610687,-1.3206106870229009,-0.743896484375,0.601806640625,-0.15283203125,-38.39475770491692,50.149186836640936,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558116994,0,0,-2.984732824427481,0.44274809160305345,-1.1374045801526718,-0.736572265625,0.60009765625,-0.15234375,-38.58393612767001,49.950937066240805,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558117094,0,0,-2.8091603053435112,0.6106870229007634,-1.3053435114503817,-0.736083984375,0.60400390625,-0.150390625,-38.797733632313694,49.78156720974139,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558117193,0,0,-2.9923664122137406,0.6183206106870229,-1.2061068702290076,-0.737060546875,0.61767578125,-0.150634765625,-39.38785472847566,49.21939080139452,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558117294,0,0,-2.9389312977099236,0.46564885496183206,-1.3740458015267176,-0.74169921875,0.608642578125,-0.1455078125,-38.842961008141216,49.84465790153482,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558117394,0,0,-2.931297709923664,0.6183206106870229,-1.1908396946564885,-0.735595703125,0.6103515625,-0.14306640625,-39.16200168667565,49.5614573772957,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558117494,0,0,-2.7709923664122136,0.3816793893129771,-1.4045801526717556,-0.740478515625,0.59912109375,-0.151611328125,-38.402305580667274,50.151480157005636,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558117594,0,0,-2.8091603053435112,0.5954198473282443,-1.3129770992366412,-0.73876953125,0.605224609375,-0.14892578125,-38.76719670951085,49.8466548456031,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558117694,0,0,-2.8396946564885495,0.366412213740458,-1.1908396946564885,-0.7353515625,0.604736328125,-0.150634765625,-38.85656581658801,49.7185204087524,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558117794,0,0,-2.8244274809160306,0.4122137404580153,-1.2671755725190839,-0.73486328125,0.603271484375,-0.148193359375,-38.82468468366055,49.79094633472487,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558117894,0,0,-2.900763358778626,0.6870229007633588,-1.2671755725190839,-0.73486328125,0.60791015625,-0.150634765625,-39.02103553600453,49.56034762438881,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558117994,0,0,-2.900763358778626,0.6564885496183206,-1.083969465648855,-0.749267578125,0.60546875,-0.1533203125,-38.367820117225044,50.185863064351715,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558118094,0,0,-2.6793893129770994,0.40458015267175573,-1.2213740458015268,-0.743896484375,0.60205078125,-0.14599609375,-38.455564308138406,50.213249597428934,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558118195,0,0,-2.946564885496183,0.5877862595419847,-1.1450381679389312,-0.74072265625,0.601806640625,-0.147705078125,-38.54686179919386,50.08509863759188,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558118295,0,0,-2.946564885496183,0.5801526717557252,-1.1908396946564885,-0.74072265625,0.6103515625,-0.14501953125,-38.9604835683666,49.73759546134979,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558118395,0,0,-3.068702290076336,0.5648854961832062,-1.1450381679389312,-0.741455078125,0.62158203125,-0.15185546875,-39.39556071691535,49.206383003687066,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558118495,0,0,-3.045801526717557,0.6717557251908397,-1.2595419847328244,-0.743408203125,0.605712890625,-0.14111328125,-38.676736253611445,50.08423701838349,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558118595,0,0,-2.9770992366412212,0.5725190839694656,-1.183206106870229,-0.738525390625,0.605224609375,-0.152099609375,-38.7525595630905,49.80263325073881,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558118696,0,0,-2.6946564885496183,0.48854961832061067,-1.3206106870229009,-0.743408203125,0.5986328125,-0.14111328125,-38.34850498623526,50.39820410394024,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558118796,0,0,-2.7786259541984735,0.4732824427480916,-1.2061068702290076,-0.737060546875,0.60693359375,-0.156005859375,-38.855049211455935,49.62818502595965,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558118896,0,0,-3,0.4351145038167939,-1.1297709923664123,-0.739013671875,0.60693359375,-0.148193359375,-38.84256862249648,49.788752756373356,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558118996,0,0,-3.030534351145038,0.4580152671755725,-1.1068702290076335,-0.7421875,0.6044921875,-0.152099609375,-38.58605409575943,49.97443216881164,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558119096,0,0,-2.7709923664122136,0.4198473282442748,-1.2366412213740459,-0.746337890625,0.60791015625,-0.135986328125,-38.70628260594309,50.14978689701798,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558119197,0,0,-2.854961832061069,0.45038167938931295,-1.1908396946564885,-0.73974609375,0.602294921875,-0.169921875,-38.43291172103277,49.76966472581039,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558119297,0,0,-2.8931297709923665,0.5190839694656488,-1.2748091603053435,-0.722900390625,0.611572265625,-0.1416015625,-39.70015518851037,49.029649137858634,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558119397,0,0,-2.5267175572519083,0.31297709923664124,-1.4351145038167938,-0.74267578125,0.598876953125,-0.16064453125,-38.243419049612555,50.142013134466005,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558119497,0,0,-3.16793893129771,0.6335877862595419,-1.1450381679389312,-0.73681640625,0.6064453125,-0.1435546875,-38.933752876669345,49.77522295469244,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558119597,0,0,-2.6564885496183206,0.3969465648854962,-1.4274809160305344,-0.744384765625,0.60693359375,-0.1552734375,-38.595803121235,49.915736893817325,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558119697,0,0,-2.7786259541984735,0.648854961832061,-1.465648854961832,-0.739013671875,0.60400390625,-0.16259765625,-38.59752596332502,49.75517093784604,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558119798,0,0,-2.7022900763358777,0.33587786259541985,-1.3053435114503817,-0.738525390625,0.6044921875,-0.14453125,-38.774022927161106,49.91660370250378,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558119898,0,0,-2.854961832061069,0.5801526717557252,-1.1374045801526718,-0.73828125,0.604736328125,-0.147705078125,-38.77132267708411,49.8626601397529,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558119999,0,0,-2.9160305343511452,0.5419847328244275,-1.1908396946564885,-0.739990234375,0.596435546875,-0.14111328125,-38.36997645917264,50.36653314538994,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558120099,0,0,-2.946564885496183,0.8244274809160306,-1.3893129770992367,-0.74169921875,0.604736328125,-0.127197265625,-38.78561955097754,50.199631012434025,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558120199,0,0,-3.122137404580153,0.7251908396946565,-1.282442748091603,-0.73583984375,0.607421875,-0.144775390625,-39.0058566954953,49.68192581750706,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558120300,0,0,-2.6793893129770994,0.4351145038167939,-1.5114503816793894,-0.743896484375,0.607177734375,-0.142578125,-38.716418128386586,50.023057497562,0,0,0,0,-2,0,-1,0,0,0,-38.2,49
1528558120400,0,0,-3.0916030534351147,0.7480916030534351,-1.2061068702290076,-0.739501953125,0.604248046875,-0.142333984375,-38.74265921466459,49.98773959343737,0,0,0,0,-2,0,-1,0,0,0,-38,49
1528558120500,0,0,-2.732824427480916,0.4732824427480916,-1.4885496183206106,-0.73681640625,0.6123046875,-0.150390625,-39.15339377539067,49.445970892587354,0,0,0,0,-2,0,-1,0,0,0,-38,49
1528558120600,0,0,-2.9770992366412212,0.6793893129770993,-1.1297709923664123,-0.740234375,0.603759765625,-0.156982421875,-38.585959257164035,49.877401452853384,0,0,0,0,-2,0,-1,0,0,0,-38,49
1528558120700,0,0,-2.8625954198473282,0.7022900763358778,-1.2748091603053435,-0.743896484375,0.60595703125,-0.14404296875,-38.649935701907125,50.0615765668676,0,0,0,0,-2,0,-1,0,0,0,-38,49
1528558120799,0,0,-2.885496183206107,0.549618320610687,-1.1908396946564885,-0.737548828125,0.600830078125,-0.152099609375,-38.58434474703339,49.95871705091632,0,0,0,0,-2,0,-1,0,0,0,-38,49
1528558120900,0,0,-2.9083969465648853,0.4732824427480916,-1.2366412213740459,-0.740478515625,0.6044921875,-0.15234375,-38.64604401958675,49.90667104507402,0,0,0,0,-2,0,-1,0,0,0,-38,49
1528558121000,0,0,-2.763358778625954,0.5038167938931297,-1.16793893129771,-0.748291015625,0.604248046875,-0.1494140625,-38.374735798427686,50.245477400732916,0,0,0,0,-2,0,-1,0,0,0,-38,49
